ori_relation,new_relation,most_relation,relations
/people/person/religion,has religion	religion of,has religion	religion of,"['practices\tadhered to by', 'practices\tis practiced by', 'practices religion\treligion practiced by', 'is a member of\thas member', 'practices Catholicism\tfollower is', 'explored themes related to\tthemes explored in', 'is affiliated with\thas follower', 'was influenced by\tinfluenced']"
/location/country/second_level_divisions,is a second-level division of	has second-level division,contains	located in,"['contains\tlocated in', 'contains\tlocated in', 'contains\tlocated in']"
/base/culturalevent/event/entity_involved,event involves entity	entity is involved in event,event involves entity	entity is involved in event,"['battle was fought against\twas fought against in battle', 'event involves entity\tentity is involved in event', 'event involves entity\tentity is involved in event']"
/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,distributed in medium	medium for distribution,available for streaming	streaming platform for,"['available for streaming\tstreaming platform for', 'available for streaming\tstreaming platform for', 'available for streaming\tstreaming platform for']"
/organization/organization/headquarters./location/mailing_address/citytown,headquartered in city/town	city/town hosting headquarters,headquartered in	hosts headquarters of,"['headquartered in\tcity hosting headquarters of', 'located in\tcity hosting', 'located in\tcity/town hosting', 'headquartered in\thosts headquarters of', 'headquartered in\thosts headquarters of', 'located in\tcity hosting', 'headquartered in\tcity/town hosting headquarters of', 'headquartered in\thosts headquarters of']"
/government/politician/government_positions_held./government/government_position_held/legislative_sessions,holds government position during legislative sessions	has government position holder during legislative sessions,holds government position during legislative sessions	has government position holder during legislative sessions,"['holds government position during legislative sessions\thas government position holder during legislative sessions', 'holds government position during legislative sessions\thas government position holder during legislative sessions']"
/education/educational_degree/people_with_this_degree./education/education/institution,has a degree from	institution awarded degree to,awarded degree to	has a degree from,"['awards degree to\thas degree awarded by', 'awarded degree to\thas a degree from', 'awards degree to\thas degree awarded by', 'offers MBA program to\thas MBA program offered by', 'awarded degree to\thas a degree from', 'awarded degree to\thas a degree from']"
/sports/sports_team/colors,has team colors	has colors used by team,has team colors	has colors used by team,"['has team colors\thas colors used by team', 'has traditional colors\tis traditional color of', 'has team colors\tis the color of', 'uses team colors\thas colors used by', 'has team colors\tis team color of', 'has team colors\thas colors used by team']"
/music/performance_role/regular_performances./music/group_membership/group,regular performer in group	group with regular performer,regular performer in group	group with regular performer,"['incorporates music programming techniques\tband utilizing music programming', 'is frequently used by\tuses as a frequent instrument', 'regularly used instrument in performances\tband that regularly uses instrument in performances', 'is frequently used by\tuses frequently', 'regular performer in group\tgroup with regular performer', 'regular performer in group\tgroup with regular performer']"
/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,team stats for season	season of team stats,participated in season	season with team participation,"['participated in season\tseason with team participation', 'participated in season\tseason with team participation', 'participated in World Series of\tWorld Series featuring team', 'participated in season\tseason with participating team', 'participated in season\tseason with participating team', 'participated in season\tseason with team participation']"
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,produces a TV program	type of producer for a TV program,produces a TV program	type of producer for a TV program,"['has executive producer\tis executive producer of', 'executive producer of\thas executive producer', 'executive producer of\ttype of production for', 'has executive producer\texecutive producer for', 'has executive producer\texecutive producer of', 'has executive producer\ttype of producer for', 'produces a TV program\tproducer for', 'executive produced by\ttype of production role for']"
/sports/sports_team_location/teams,teams are located in	has teams located there,teams are located in	has teams located there,"['is home to\thas as a home', 'is home to\thas its home in', 'represents in football\tis represented by in football', 'is home to the football club\thas its home in the city', 'is home to\thas as its home', 'is home to\thas as home team', 'is home to\thas as a home city', 'is home to the football team\thas its football team based in']"
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,professional sports team drafted by sports league draft pick	sports league draft pick drafts professional sports team,professional sports team drafted by sports league draft pick	sports league draft pick drafts professional sports team,"['participated in the NFL Draft\thosted the NFL Draft', 'participated in the NFL Draft\thosted the selection of the Chicago Bears', 'selected players in\tparticipated in selecting', 'participated in the NFL Draft\thosted the selection of the Atlanta Falcons', 'participated in the draft as a selecting team\tselected players from in the draft', 'professional sports team participated in sports league draft\tsports league draft includes professional sports team', 'participated in the NFL Draft\tselected players from the NFL Draft', 'participated in\tincludes draft pick from']"
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,award-nominated work is nominated for award	award nomination is for award-nominated work,award-nominated work is nominated for award	award nomination is for award-nominated work,"['award-nominated film is nominated for award\taward nomination is for award-nominated film', 'starred in\twas starred by', 'is part of the same franchise as\tis part of the same franchise as', 'collaborated with in music projects\twas collaborated with by in music projects', 'directed by the same director\tdirector of both films', 'starred in\tstarred by', 'directed by the same director\tdirector also directed', 'screenplay is written by the same writer\twriter writes screenplay for the film']"
/film/director/film,directs the film	directed by,directs the film	directed by,"['directs the film\tdirected by', 'directs the film\tdirected by']"
/film/film/costume_design_by,costume designed by	has costume designer,costume designed by	has costume designer,"['costume designed by\thas costume designer', 'costume designed by\thas costume designer']"
/user/alexander/philosophy/philosopher/interests,has interest in	interested in by,has interest in	interested in by,"['contributed to philosophical discourse on\tphilosophically influenced by', 'critiques epistemology\tcritiqued by epistemology', 'critiques\tcritiqued by', 'specialized in\tstudied by', 'contributed to epistemology\tepistemology was influenced by', 'contributed to philosophical discourse on\twas influenced by philosophical contributions from', 'contributed to\tcontributed by', 'contributed to\tcontributed by']"
/people/person/languages,speaks the language of	is spoken by the person,speaks the language of	is spoken by the person,"['performs in the language\tlanguage is performed by the actor', 'acted in films using the language\tlanguage used in films by the actor', 'speaks German\tis spoken by Richard Riehle', 'acted in films in the language\tlanguage used in films by the actor', 'speaks the language of\tis the language spoken by', 'acts in films in\thas been used in films by', 'speaks the language\thas speakers including', 'speaks the language of\tis spoken by the person']"
/education/educational_institution/students_graduates./education/education/major_field_of_study,has major field of study in	has graduate with major in,has major field of study in	has graduate with major in,"['offers academic programs in\tis offered as academic program by', 'has department of\thas university offering', 'offers degree programs in\thas degree programs offered by', 'offers academic programs in\thas academic programs offered by', 'offers academic programs in\thas academic programs offered by', 'has department of\thas academic department at', 'offers degree programs in\thas degree programs offered by', 'offers degree programs in\tis offered as a degree program at']"
/film/film/written_by,is written by	has writer,is written by	has writer,"['is inspired by suggestion from\tprovides creative suggestion for', 'is written by\thas writer', 'is produced by\thas producer', 'is written by\thas writer']"
/award/award_ceremony/awards_presented./award/award_honor/honored_for,award ceremony presents award for	honored for is presented at award ceremony,award ceremony presents award for	honored for is presented at award ceremony,"['award ceremony honors\thonored at award ceremony', 'award ceremony presents award for\taward is presented at award ceremony', 'award ceremony honors film\tfilm is honored at award ceremony', 'nominated for\twas nominated at', 'award ceremony honors\thonored at award ceremony', 'award ceremony honors film\tfilm is honored at award ceremony', 'award ceremony includes award for\tincluded in award ceremony', 'award ceremony includes nomination for\treceived nomination at award ceremony']"
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,endowed with currency in the form of dated money value	currency endowment is in the form of dated money value,uses as official currency	official currency used by,"['endowed with currency in the form of\tcurrency endowment is in the form of', 'uses as official currency\tofficial currency used by', 'uses as official currency\tofficial currency used by', 'uses as official currency\tused as official currency by', 'uses the currency\tcurrency used by', 'uses as official currency\tofficial currency used by']"
/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,produces programs of type	has producer type in programs produced,produces programs of type	has producer type in programs produced,"['produces programs as executive producer\tis executive producer of programs produced', 'produces programs of type\thas producer type in programs produced', 'produces programs as executive producer\tis executive producer of programs produced', 'produces programs of type\thas producer type in programs produced']"
/film/film/featured_film_locations,was filmed at	hosted the filming of,was filmed in	hosted the filming of,"['was filmed in\twas the filming location for', 'was filmed in\thosted the filming of', 'is set in\tserves as the setting for', 'was set in\tserved as the setting for', 'was set in\tserved as the setting for', 'was filmed in\tserved as a filming location for', 'was filmed in\thosted the filming of']"
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,is an athlete affiliated with	has affiliated athlete,is an athlete affiliated with	has affiliated athlete,"['was included as a sport in\tincludes the sport', 'was a sport at\thosted the sport of', 'was an event in\thosted the event of', 'was an event at\thosted the event of', 'was an event at\thosted the event of', 'was included as an event in\thosted the event of', 'made Olympic debut at\twas the debut Olympics for', 'is an event featured in\tfeatures the event']"
/tv/tv_program/genre,genre of TV program	TV program categorized by genre,genre of TV program	TV program categorized by genre,"['comedy-based game show\tgame show featuring comedy elements', 'police procedural television series\ttelevision series belonging to crime fiction genre', 'drama genre\tminiseries categorized as drama', 'belongs to the genre of\tgenre that includes', 'genre of TV program\tTV program categorized by genre', 'variety show format\tTV program categorized by variety show format', 'reality television show\tshow belonging to reality television genre', 'genre of TV show\tTV show categorized by genre']"
/location/hud_county_place/county,is a county in	contains the place,is located in	contains the city,"['is located in\tcontains the city', 'is the county seat of\tcontains the county seat', 'is the county seat of\thas the county seat', 'is located in\thas as its county seat', 'is located in\tcontains the town', 'is located in\tcontains the city', 'is located in\tcontains the city']"
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,is friends with	has friend,is friends with	has friend,"['is friends with\thas friend', 'is friends with\thas friend']"
/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,has a degree in major field of study	holds a degree with major in,has a degree in major field of study	holds a degree with major in,"['can be obtained in the field of\tis a possible field of study for', 'has a degree in major field of study\tholds a degree with major in', 'has a degree in major field of study\tis a major field of study for the degree', ""has a master's degree in\toffers a master's degree program in"", ""has a master's degree in\tmaster's degree is awarded in"", 'has a major field of study in\thas a degree with major in', 'holds a doctorate in the field of\tis a field of study for doctorate holders', 'has a degree in major field of study\tis a major field of study for']"
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,has phone number categorized as	has contact category for phone number,has phone number categorized as	has contact category for phone number,"['provides technical support for\treceives technical support from', 'provides customer service to\tis provided customer service by', 'provides customer service to\treceives customer service from', 'provides technical support services for\treceives technical support services from', 'provides technical support for\tis provided technical support by', 'provides customer service for\treceives customer service from', 'provides technical support services for\treceives technical support services from', 'provides customer service for\tis provided with customer service by']"
/film/film/music,has music composed for	has film with music by,has music composed by	has composed music for,"['has music composed by\thas composed music for', 'has music composed by\thas composer for film', 'has music composed by\thas composed music for', 'is based on the musical by\thas musical adapted into film', 'has original music score composed by\tcomposed original music score for', 'has music composed by\thas composed music for']"
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,canoodled with	was canoodled by,canoodled with	was canoodled by,"['canoodled with\twas canoodled by', 'canoodled with\twas canoodled by']"
/film/film/film_format,is a film format of	has film format,is a film format of	has film format,"['was filmed in\twas used in filming', 'was released in IMAX format\thas IMAX release', 'was filmed using\twas used to film', 'was shot on\twas used to shoot', 'is shot on\tcan be used to shoot', 'was shot in\twas used to film', 'was filmed in\twas used in filming', 'is shot on\tcan be used to shoot']"
/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,is a cast member in season	has cast member in season,is a cast member in season	has cast member in season,"['is a cast member in the same season as\thas cast member in the same season as', 'is a cast member in the same season as\thas cast member in the same season as', 'was a cast member of Saturday Night Live during the same period as\twas a cast member of Saturday Night Live during the same period as', 'co-starred on Saturday Night Live with\tco-starred on Saturday Night Live with', 'was a cast member on Saturday Night Live with\thad as a cast member on Saturday Night Live', 'was a cast member on Saturday Night Live with\thad as a cast member on Saturday Night Live', 'co-starred on Saturday Night Live with\twas co-starred on Saturday Night Live by', 'co-starred in Saturday Night Live with\tco-starred in Saturday Night Live with']"
/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,estimated number of mortgages in foreclosure area	foreclosure area with estimated number of mortgages,receives housing policies from	develops housing policies for,"['receives housing policies from\tdevelops housing policies for', 'receives housing policy oversight from\toversees housing policy for', 'receives housing policies from\tdevelops housing policies for', 'receives housing policy oversight from\toversees housing policy for', 'receives housing policies from\tdevelops housing policies for']"
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,is a taxonomy entry of	is classified in taxonomy as,is classified under	has taxonomy entry for,"['is classified under\thas taxonomy entry for', 'is classified under\thas taxonomy entry for', 'is classified in taxonomy as\tis a taxonomy entry of', 'is classified in\thas taxonomy entry', 'is classified under\thas classification entry for', 'is classified by\tclassifies', 'is classified by\tclassifies', 'is classified under\thas taxonomy entry for']"
/sports/sports_team/roster./american_football/football_roster_position/position,plays the position of	has player in position,plays the position of	has player in position,"['produces players in position\thas produced players in position', 'plays the position of\thas player in position', 'has player in position\tplays the position of', 'produces players in position\thas produced players in position', 'plays the position of\tis played by in position', 'employs players in the position of\tplays as a position for', 'has player in position\tplays for team in position', 'has player in position\tplays the position of']"
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,current club of World Cup squad member	World Cup squad member with current club,current club of World Cup squad member	World Cup squad member with current club,"['current club of national team player\tnational team player with current club', ""national team of player's club country\tclub country's national team"", 'current club of World Cup squad member\tWorld Cup squad member with current club', 'current club of national team player\tnational team player with current club', 'current club of World Cup squad member\tWorld Cup squad member with current club']"
/sports/sport/pro_athletes./sports/pro_sports_played/athlete,pro athlete plays professional sport	professional sport is played by pro athlete,pro athlete plays professional sport	professional sport is played by pro athlete,"['pro athlete plays professional sport\tprofessional sport is played by pro athlete', 'pro athlete plays professional sport\tprofessional sport is played by pro athlete']"
/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,is inducted into the Hall of Fame	has as Hall of Fame inductee,is inducted into the Hall of Fame	has as Hall of Fame inductee,"['has a star on\thas a star on the Hollywood Walk of Fame', 'is inducted into the Hall of Fame\thas as Hall of Fame inductee', 'is inducted into the Hall of Fame\thas as Hall of Fame inductee']"
/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,vacationer's location choice	for location's chosen vacationer,vacationer's location choice	for location's chosen vacationer,"[""vacation destination\tfor visitor's chosen destination"", 'vacation destination\tfor visitor', ""tourist destination\tfor destination's tourist"", 'Las Vegas hosts Joey Fatone as guest host\tJoey Fatone serves as guest host in Las Vegas', ""vacation destination\tfor visitor's chosen city"", 'vacation destination\tfor visitor', 'tourist destination\thosts celebrity guest', ""vacation destination\tfor destination's vacationer""]"
/sports/sports_position/players./sports/sports_team_roster/team,plays for team	team has player,plays for team	team has player,"['plays for team\tteam includes player', 'plays for team\tteam has player', 'plays for team\tteam includes player', 'plays for team\tteam has player']"
/music/group_member/membership./music/group_membership/role,has membership role in	holds membership role for,plays	played by,"['plays\tplayed by', 'plays\tplayed by', 'plays\tplayed by']"
/education/educational_institution/school_type,is a school type of	has school type,is a school type of	has school type,"['is a public university\thas public university', 'is a public university example of\thas public university example', 'is a land-grant university\thas land-grant university', 'is an instance of\thas instance', 'is a public university\thas public university', 'is a private school\thas private school', 'is an instance of\thas instance', 'is a professional school of\thas professional school']"
/education/university/local_tuition./measurement_unit/dated_money_value/currency,local tuition currency	currency of local tuition,local tuition currency	currency of local tuition,"['tuition currency\tcurrency for tuition', 'tuition currency\tcurrency used for tuition', 'tuition is paid in\tcurrency used for tuition payment', 'official currency used by\tuses official currency', 'tuition currency\tcurrency for tuition', 'tuition currency used in\tused as tuition currency by', 'tuition currency\tcurrency used for tuition', 'local tuition is paid in\tcurrency used for local tuition']"
/location/administrative_division/country,is a country of	has as a country,is part of	includes,"['is part of\tincludes', 'is part of\tincludes', 'is part of\tincludes']"
/base/biblioness/bibs_location/state,state of bibliographic location	located in state,state of bibliographic location	located in state,"['located in state\thas city', 'capital of\thas capital', 'located in state\tcontains city', 'located in state\tcontains town', 'located in state\tstate containing city', 'located in state\tcontains city', 'located in county\tcounty contains city', 'located in state\tstate containing city']"
/business/business_operation/revenue./measurement_unit/dated_money_value/currency,revenue currency of	has revenue currency,revenue currency of	has revenue currency,"['reports revenue in\tused as revenue currency by', 'official currency of\thas official currency', 'revenue currency of\thas revenue currency', 'uses as official currency\tis official currency of', 'uses as official currency\tis official currency of', 'uses currency\tused by institution as currency', 'uses currency\tcurrency used by', 'official currency of\thas official currency']"
/military/military_conflict/combatants./military/military_combatant_group/combatants,participated in combat as	was fought by,participated in combat as	was fought by,"['participated in combat against\twas engaged in conflict by', 'was a rebellion against the remnants of\twas the former empire that influenced', 'supported in the war against\twas involved in the war by supporting', 'invaded\twas invaded by', 'participated in\thosts NATO headquarters involved in', 'participated in combat as\twas a theater of war for', 'participated in the invasion of\twas the primary invader in', 'participated in combat against\twas fought against by']"
/sports/sports_league/teams./sports/sports_league_participation/team,has team in league	team participates in league,has team in league	team participates in league,"['has member team\tteam is member of', 'has member team\tmember team of', 'governs team\tteam is governed by', 'has member team\tmember team of', 'has member team\tis member of league', 'has team in league\tteam participates in league', 'has team in league\tis a team in league', 'promotes teams to higher division\tteam promoted from lower division']"
/base/biblioness/bibs_location/country,is located in country	has country location,is located in country	has city location,"['is located in country\thas city in country', 'is located in country\thas city in country', 'is the capital of\thas capital', 'is located in country\thas town in country', 'is located in country\thas city location', 'is located in the country\thas city location', 'is part of\tincludes', 'is located in country\thas city location']"
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,nominal GDP per capita currency of statistical region	statistical region with nominal GDP per capita currency,official currency	country using official currency,"['official currency\tcountry using official currency', 'official currency of\tuses as official currency', 'official currency\tuses as official currency', 'official currency\tcountry using official currency', 'official currency\tcountry using official currency']"
/film/film/executive_produced_by,executive produced by	has executive producer,executive produced by	has executive producer,"['executive produced by\thas executive producer', 'directed by\thas director', 'directed by\thas directed', 'written by\thas writer', 'executive produced by\twas executive producer of', 'executive produced by\thas executive producer']"
/base/aareas/schema/administrative_area/capital,is the capital of	has capital,is the capital of	has capital,"['is the capital of\thas capital', 'is the provisional capital of\thas provisional capital', 'is the capital of\thas capital']"
/education/field_of_study/students_majoring./education/education/student,students majoring in	field of study studied by,performs in	performed by,"['is a profession practiced by\tpractices the profession of', 'performs in\tperformed by', 'has academic research referenced by\treferences academic research from', 'students majoring in\tfield of study studied by', 'students majoring in\tstudied by students of', 'performs in\tperformed by', 'performs in\tperformed by']"
/music/group_member/membership./music/group_membership/group,is a member of the group	has as a member the group,is a member of the group	has as a member the group,"['is the lead singer of\thas as lead singer', 'has performed with\thas been performed by', 'was the original drummer for\thad as the original drummer', 'collaborated with\twas collaborated with by', 'participated in\tfeatured', 'is a member of\thas as a member', 'is the lead vocalist, lead guitarist and principal songwriter of\thas as lead vocalist, lead guitarist and principal songwriter', 'collaborated with\twas collaborated with by']"
/food/food/nutrients./food/nutrition_fact/nutrient,contains nutrient	nutrient is contained in,contains nutrient	nutrient is contained in,"['contains retinol\tretinol is contained in', 'contains myristic acid\tmyristic acid is contained in', 'contains thiamine\tthiamine is contained in', 'contains choline\tcholine is contained in', 'contains tryptophan\ttryptophan is contained in', 'contains choline\tcholine is contained in', 'contains serine\tserine is contained in', 'contains alpha-tocopherol\talpha-tocopherol is contained in']"
/award/award_winning_work/awards_won./award/award_honor/honored_for,award won for	honored with award for,award won for	honored with award for,"['preceded by\tfollowed by', 'shared actor with\tfeatures same actor as', 'shared actor in\tfeatures same actor as', 'starred in\tfeatures actor from', 'shared actor in\tfeatures same actor as', 'awarded with\treceived award from', 'starred in\tstarred by', 'starred by\tfeatures actor from']"
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,month has climate data for travel destination	climate data of travel destination is recorded in month,month has climate data for travel destination	climate data of travel destination is recorded in month,"['month has climate data for travel destination\tclimate data of travel destination is recorded in month', 'month has climate data for travel destination\tclimate data of travel destination is recorded in month']"
/medicine/disease/notable_people_with_this_condition,notable people with this condition	has notable people with this condition,notable people with this condition	has notable people with this condition,"['notable people with this condition\thas notable people with this condition', 'notable people with this condition\thas notable people with this condition']"
/organization/organization/headquarters./location/mailing_address/state_province_region,headquartered in state/province/region	has headquarters in state/province/region,headquartered in state/province/region	has headquarters in state/province/region,"['headquartered in state/province/region\thas headquarters in state/province/region', 'located in\thas location in', 'located in state/province/region\tis location of state/province/region', 'located in state/province/region\tcontains university in state/province/region', 'located in\tcontains the university', 'located in\thas institution in', 'headquartered in state/province/region\thas headquarters in state/province/region']"
/sports/sports_team/roster./basketball/basketball_roster_position/position,holds the position of	has the player in position,holds the position of	has the player in position,"['has the player in position\tholds the position of', 'has players in the position of\tis a position played by members of', 'has notable players in the position of\tis a position played by notable players of', 'has the position of\thas the player in position', 'has the position of\tis the position in', 'has the position of\tis the position of', 'has players in the position of\tis a position played by', 'has the player in position of\tis the position of player in']"
/education/educational_institution/campuses,has campus	has campus of,is identical to	has campus of,"['is identical to\tis identical to', 'has campus\thas campus of', 'is identical to\tis identical to', 'is identical to\thas identical entity as', 'has campus\thas campus of']"
/tv/tv_producer/programs_produced./tv/tv_producer_term/program,produces program	program produced by,produces program	program produced by,"['produces\tproduced by', 'produces\tproduced by', 'co-creator of\tcreated by', 'worked on\twas worked on by', 'acted in\tfeatures actor', 'stars in\tstarred by', 'created\tcreated by', 'worked on\thas contributor']"
/film/film/personal_appearances./film/personal_film_appearance/person,person made a personal appearance in film	film includes a personal appearance by person,person made a personal appearance in film	film includes a personal appearance by person,"['person made a personal appearance in film\tfilm includes a personal appearance by person', 'person made a personal appearance in film\tfilm includes a personal appearance by person']"
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,military combatant involved in military conflicts	combatant group participating in conflicts,military combatant involved in military conflicts	combatant group participating in conflicts,"['military combatant involved in military conflicts\tcombatant group participating in conflicts', 'military combatant involved in military conflicts\tcombatant group participating in conflicts']"
/tv/tv_network/programs./tv/tv_network_duration/program,program aired by network	network airing program,program aired by network	network airing program,"['program aired by network\tnetwork airing program', 'program aired by network\tnetwork airing program']"
/film/film/distributors./film/film_film_distributor_relationship/region,distributed in region	region has distributor,distributed in region	region has distributor,"['released in country\tcountry has film release', 'released in country\tcountry has film release', 'opened at number one in box office\tcountry had box office success with film', 'distributed in region\tregion distributes', 'distributed in\tdistributor of', 'banned in country\tcountry bans film', 'distributed in\thas distributor in', 'distributed in region\tregion distributes']"
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,has phone service location	phone service location of,is headquartered in	headquarters of,"['is based in\thas subsidiary record label', 'is headquartered in\theadquarters of', 'headquartered in\theadquarters of', 'is headquartered in\theadquarters of', 'provides insurance services in\treceives insurance services from', 'has operations in\toperated in by', 'is headquartered in\theadquarters of']"
/people/ethnicity/geographic_distribution,geographic distribution of ethnicity	ethnicity with geographic distribution,geographic distribution of ethnicity	ethnicity with geographic distribution,"['Overseas Chinese live in Australia\tAustralia is home to Overseas Chinese', 'Overseas Chinese live in the United Kingdom\tUnited Kingdom is home to Overseas Chinese', 'has significant population in\tcountry with significant ethnic population', 'former colony of\tcolonizer of', 'Malayali diaspora in the United States\tUnited States with Malayali diaspora', ""Lebanese American population in Ohio\tOhio's Lebanese American population"", 'native to\torigin country of', 'native to\thome country of']"
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,marriage union type has ceremony location	ceremony location is for marriage union type,marriage union type has ceremony location	ceremony location is for marriage union type,"['marriage union type has ceremony location\tceremony location is for marriage union type', 'marriage union type has ceremony location\tceremony location is for marriage union type']"
/film/film/story_by,story written by	author of story,story written by	author of story,"['based on\toriginal author of', 'screenwriter of\twritten by', 'co-created by\tcreator of', 'based on novel by\tnovel adapted into', 'story based on\tauthor of story', 'based on novel by\tnovel adapted into', 'directed by\tdirector of', 'story based on\toriginal author of']"
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,has romantic relationship with	is in romantic relationship with,has romantic relationship with	is in romantic relationship with,"['has romantic relationship with\tis in romantic relationship with', 'has romantic relationship with\tis in romantic relationship with']"
/location/location/time_zones,has time zones	has time zones in,has time zones	has time zones in,"['is located in the time zone of\tis the time zone for', 'is in the time zone\tincludes the city in the time zone', 'observes time zone\tobserved by city', 'is in the time zone of\tincludes the time zone of', 'is in the time zone\tincludes the city in its time zone', 'uses Greenwich Mean Time in winter\tis used as standard time by', 'observes time zone\ttime zone observed by', 'is in the time zone of\tis the time zone for']"
/olympics/olympic_games/participating_countries,participating countries in Olympic Games	countries that host Olympic Games,participating countries in Olympic Games	countries that host Olympic Games,"['participating countries in Olympic Games\tcountries that participated in Olympic Games', 'participated in\thosted', 'participating countries in Olympic Games\thost country of Olympic Games', 'participating countries in Olympic Games\thost country of Olympic Games', 'participating countries in Olympic Games\thost countries of Olympic Games', 'participated in the 2008 Summer Olympics\thosted the 2008 Summer Olympics', 'participated in the 1936 Summer Olympics\thosted the 1936 Summer Olympics', 'participating countries in Olympic Games\tOlympic Games hosted by countries']"
/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,top breed in city with dogs	has top breed of dog in city,top breed in city with dogs	has top breed of dog in city,"['has a notable dog breed\thas city with notable dog breed', 'has popular dog breed in city\tis popular dog breed in city', 'popular dog breed in the city\tcity with popular dog breed', 'has a notable dog breed\thas a city with this dog breed', 'top breed of dog in city\thas top breed of dog in city', 'has official dog breed\tofficial dog breed is located in', 'popular dog breed in the city\thas popular dog breed in the city', 'popular dog breed in city\tcity known for popular dog breed']"
/people/person/employment_history./business/employment_tenure/company,was employed by	employed the person,was employed by	employed the person,"['served in\thad as a member', 'studied at\teducated the philosopher', 'was affiliated with\taffiliated with the person', 'founded\twas founded by', 'was the 31st President of\thad the 31st President named', 'was employed by\temployed', 'was president of\thad as president', 'served in\thad as a member']"
/music/artist/origin,origin of the artist	artist originating from,birthplace of the artist	artist born in,"['birthplace of the artist\tartist born in', 'origin of the artist\tartist originating from', 'birthplace of the artist\tartist born in', 'place of formation\tplace where the band was formed', 'toured in\thosted the tour of', 'birthplace of the artist\tcity that is the birthplace of', 'was formed in\thas been the formation city of', 'birthplace of the artist\tartist born in']"
/user/ktrueman/default_domain/international_organization/member_states,member of	has member,member of	has member,"['member of\thas member', 'member of\thas member']"
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,registered with	registered by,registered with	registered by,"['registered with\tregisters', 'registered with\tregistered by', 'pays taxes to\treceives taxes from', 'registered with\tregistered by']"
/time/event/locations,event location	is located in event,event location	is located in event,"['hosts\twas hosted by', 'participated in\twas participated in by', 'event occurred in country\tcountry was location of event', 'championship game was held in\tcity hosted championship game', 'hosted by\thosted', 'event location\thosted event', 'event location\thosted by city', 'event location\tis located in event']"
/film/film_set_designer/film_sets_designed,designed film sets	for film set design by,designed film sets	for film set design by,"['designed film sets\tfor film set design by', 'designed film sets\tfor film set design by']"
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,tv program written by	tv writer for program,tv program written by	tv writer for program,"['tv program created by\tcreator of tv program', 'was a featured player on\tfeatured player was', 'tv program created by\ttv creator of program', 'tv program created by\tcreator of tv program', 'worked on\thas worked on by', 'created\tcreated by', 'tv writer for program\ttv program written by', 'co-created\twas co-created by']"
/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,domestic tuition currency unit	currency unit of domestic tuition,domestic tuition currency	currency used for domestic tuition,"['tuition currency is\tcurrency used for tuition', 'domestic tuition currency\tcurrency used for domestic tuition', 'official currency\tcurrency used by', 'domestic tuition currency\tcurrency used for domestic tuition', 'domestic tuition currency\tcurrency used for domestic tuition']"
/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,politician in this party	party of this politician,politician in this party	party of this politician,"['politician of this party\tparty of this politician', 'politician affiliated with this party\tparty affiliation of this politician', 'member of this party\tparty of this member', 'politician of this party\tmember of this party', 'member of the Communist Party of the Soviet Union\tCommunist Party of the Soviet Union member', 'politician of this party\tmember of this party', 'founder of this party\tparty founded by this politician', 'member of this party\tparty of this member']"
/soccer/football_player/current_team./sports/sports_team_roster/team,current team member of	has current team member,current team member of	has current team member,"['current team member of\thas current team member', 'began career at\twas beginning club of', 'has represented\thas been represented by', 'former player of\thas former player', 'on loan to\thad on loan player', 'current team member of\thas current team member']"
