ori_relation,new_relation,most_relation,relations
/music/record_label/artist,is an artist signed to record label	has signed artist,is an artist signed to record label	has signed artist,"['has signed artist\tis signed by record label', 'has signed artist\twas signed by record label', 'signed artist\twas signed by record label', 'signed artist\thas signed artist', 'signed the artist\twas signed by the record label', 'has signed artist\tis signed to record label', 'signed artist\thas signed artist with', 'signed artist\thas signed artist to label']"
/people/person/religion,practices religion	religion practiced by,practices religion	religion practiced by,"['follows the faith of\thas followers including', 'does not practice religion\treligion not practiced by', 'follows the belief system of\tbelief system followed by', 'follows the religion of\treligion followed by', 'follows the religion of\treligion followed by', 'follows the faith of\tfaith followed by', 'follows the belief system\tbelief system followed by', 'follows religious tradition\treligious tradition followed by']"
/location/country/second_level_divisions,is a second-level division of	has second-level division,contains	belongs to,"['contains\tbelongs to', 'contains\tbelongs to', 'contains second-level division\tis a second-level division of', 'contains second-level division\tis a second-level division of', 'contains a second-level division\tis a second-level division of', 'contains\tbelongs to']"
/organization/organization/headquarters./location/mailing_address/citytown,headquartered in city	has headquarters in city,headquartered in city	has headquarters in city,"['has headquarters in\tcity hosting headquarters of', 'located in city\tcity hosts', 'has headquarters in\tcity where headquarters is located', 'headquartered in\thas headquarters in', 'has a branch campus in\tcity hosting a branch campus of', 'headquartered in\thas headquarters in', 'located in city\tcity is home to', 'located in city\tcity is location of']"
/film/film/produced_by,is produced by	produces,is produced by	produces,"['directed by\tdirects', 'is produced by\tproduces', 'produced by\tis the producer of', 'directed by\tdirects', 'was produced by\tproduced', 'produced by\tis the producer of', 'stars in\tis starred by', 'directed by\tis the director of']"
/people/person/spouse_s./people/marriage/type_of_union,is the spouse of	has spouse as,is the spouse of	has spouse as,"['is in a domestic partnership with\thas domestic partner as', 'is married to\tis the marriage partner of', 'is in a domestic partnership with\thas domestic partner as', 'is married to\tis the marriage partner of', 'is married to\thas a spouse who is', 'is married to\tis the marital partner of', 'is married to\thas as spouse', 'is married to\thas spouse as']"
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,produces a program of type	is produced by a producer of type,produces a program of type	is produced by a producer of type,"['produces a program of type\tis produced by a producer of type', 'has executive producer\texecutive producer for', 'has executive producer\texecutively produced by', 'has executive producer of type\tis executive producer for type', 'produces a program of type\tis produced by a producer of type']"
/base/culturalevent/event/entity_involved,involved in cultural event	hosts cultural event involving,involved in cultural event	hosts cultural event involving,"['involved in event\thosts event involving', 'involved in military conflicts with\twas involved in military conflicts by', 'involved in\tcultural event hosted by', 'involved in military conflict\tengaged in military conflict with', 'involved in\tcultural event involving', 'initiated by\twas the initiator of', 'involved in event hosted by\thosts event involving', 'involved in armed conflict\tparticipates in armed conflict with']"
/education/educational_degree/people_with_this_degree./education/education/institution,holds a degree from	has a degree holder,holds a degree from	has a degree holder,"['awarded by\tawards the degree of', 'awards degrees to\thas degree awarded by', 'awarded by\tconfers the degree of', 'awarded by\tgrants degree to', 'awarded by\toffers the degree', 'awarded by\tawards', 'awarded by\tgrants degree to', 'awards degree to\treceives degree from']"
/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,distributed in medium	medium for distribution,distributed through medium	medium used for distribution,"['distributed through medium\tmedium used for distribution', 'distributed on\tdistribution medium for', 'distributed on medium\tmedium used for distributing', 'distributed on medium\tmedium used for distribution', 'distributed through\tmedium used for distributing', 'distributed on medium\tmedium used for distribution', 'distributed through medium\tmedium used for distribution', 'distributed through medium\tmedium used for distribution']"
/music/performance_role/regular_performances./music/group_membership/group,regular performances in group	group with regular performances,regular performances in group	group with regular performances,"['regular performances in group\tgroup with regular performances', 'regular performances by group\tgroup performing regularly', 'regular member of\thas regular member', 'regular performances by group\tgroup featuring regular performances', 'performs in group\tgroup with performer', 'performs regularly in\tregularly features performer', 'is a member of\thas as member', 'performs regularly in\tfeatures regular performances by']"
/people/person/languages,speaks language	language spoken by,speaks language	language spoken by,"['speaks language\tlanguage spoken by', 'speaks language\tlanguage spoken by']"
/film/director/film,directed the film	was directed by,directed the film	was directed by,"['directed the film\twas directed by', 'directed the film\twas directed by']"
/government/politician/government_positions_held./government/government_position_held/legislative_sessions,holds government position during legislative sessions	is government position held by in legislative sessions,holds government position during legislative sessions	has government position holder in legislative sessions,"['holds government position during legislative sessions\thas legislator holding government position in', 'holds government position during legislative sessions\thas government position holder in legislative sessions', 'holds government position during legislative sessions\thas legislator holding government position in', 'holds government position in legislative sessions\thas government position holder in legislative sessions', 'held government position during\twas legislative session with government official', 'holds government position during legislative sessions\thas government position holder in legislative sessions', 'served in during\tincludes as serving member', 'holds government position during legislative sessions\thas government position holder in legislative sessions']"
/sports/sports_team_location/teams,sports team is located in	location has sports team,sports team is located in	location has sports team,"['is home to the sports team\tthe sports team is based in', 'home to sports team\tsports team calls home', 'home to sports team\thas home city', 'has national football team\tnational football team represents', 'home to the sports team\tsports team is based in', 'home to the sports team\tsports team is based in', 'is home to the sports team\tsports team is based in', 'has national football team\tnational football team belongs to']"
/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,team stats for season	season includes team stats,participated in season	season featured team,"['participated in season\tseason had participant', 'participated in season\tseason had participating team', 'participated in season\tseason featured team', 'team stats for season\tseason includes team stats', 'participated in\tincludes participation by', 'participated in season\tseason featured team', 'participated in season\tseason featured team']"
/sports/sports_team/colors,has team colors	has colors used by team,has team colors	has colors used by team,"['uses color as team identity\tcolor is used as team identity by', 'has team colors\thas color used by sports team', 'uses color\tused by sports team', 'has team colors\thas color used by sports team', 'uses color\tused by sports team', 'has colors used by team\thas team using colors', 'uses color in team branding\tis color used in team branding', 'uses color\tis used as color by']"
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,professional sports team drafted by sports league draft pick	sports league draft pick drafts professional sports team,professional sports team drafted by sports league draft pick	sports league draft pick drafts professional sports team,"['selected in the draft\tdraft includes team', 'participated in the draft\tconducted the draft for', 'selected in the sports league draft\tthe sports league draft includes the selection of', 'participated in draft as team\tdraft included team as participant', 'received draft picks in\tdrafted players to', 'selected in\tdrafts', 'received compensatory picks in\tassigned compensatory picks to', 'selected in the draft\tconducted the draft selection']"
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,award nomination is nominated for	award nominations include nominated work,award nomination is nominated for	award nominations include nominated work,"['nominated for\thas nomination for', 'nominated for\thas nomination from', 'nominated for\twas nominated by', 'nominated for\tincludes nomination for', 'nominated for\tincluded in award nominations', 'nominated for\tincludes nomination', 'nominated for\thas nomination for', 'nominated for\tincludes nomination for']"
/user/alexander/philosophy/philosopher/interests,has interest in	is interested in by,has interest in	is interested in by,"['wrote extensively on\twas studied by', 'has philosophical interest in\tis of philosophical interest to', 'has interest in\tis interested in by', 'wrote about\twas written about by', 'is interested in\thas been studied by', 'is interested in\thas interest from', 'has interest in\tis interested in by']"
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,athlete competes in sport	sport has athlete as competitor,was included as an event in	includes the event of,"['was included as an event in\tincludes the event of', 'was included as an event in\tincludes the event of', 'was included as an event in\tincludes the event of']"
/education/educational_institution/students_graduates./education/education/major_field_of_study,students graduated with major field of study	has graduates who majored in,students graduated with major field of study	has graduates who majored in,"['offers degree programs in\thas degree programs offered by', 'offers academic programs in\tis an academic program offered by', 'teaches the academic discipline of\tis taught as an academic discipline at', 'offers programs in\thas educational programs provided by', 'offers a major in\tis a major offered by', 'graduates with majors in\thas graduates majoring in', 'offers academic programs in\tis a field of study offered by', 'offers majors in\thas majors offered by']"
/award/award_ceremony/awards_presented./award/award_honor/honored_for,award ceremony honors for	is honored at award ceremony,award ceremony presents award for	receives award at award ceremony,"['award ceremony presents honors for\tis honored at award ceremony', 'award ceremony honors\tis honored at', 'award ceremony honors for\tis honored at award ceremony', 'award ceremony presents award for\treceives award at award ceremony', 'award ceremony honors\tfor is honored at award ceremony', 'award ceremony presents award for\treceives award at award ceremony', 'award ceremony presents award for\treceives award at award ceremony']"
/film/film/costume_design_by,costume designed by film	film designed costume by,costume designed by	designed costume for,"['costume designed by\tdesigned costume for', 'costume designed by\tfilm with costume design by', 'costume designed by\tdesigned costume for', 'costume designed by\tfilm with costume design by', 'costume designed by\tdesigned costume for']"
/tv/tv_program/genre,has genre	genre of,belongs to genre	includes as genre,"['belongs to genre\tincludes as genre', 'is adapted into animation\tanimation adapted from', 'belongs to genre\tgenre includes', 'is a type of\ttype includes', 'belongs to genre\tincludes as genre', 'belongs to genre\tincludes as genre']"
/film/film/featured_film_locations,was filmed at	hosted the filming of,filmed in	was a filming location for,"['filmed in\twas a filming location for', 'featured filming locations\twas a filming location for', 'was filmed in\twas a filming location for', 'was filmed in\twas a filming location for', 'filmed in\tserved as a filming location for', 'filmed in\twas a filming location for', 'filmed in\twas a filming location for']"
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,has phone number categorized as	category applies to phone number of,provides customer service through	receives customer service from,"['provides customer service through\treceives customer service from', 'provides customer service through\treceives customer service from', 'provides customer service through\treceives customer service from']"
/location/hud_county_place/county,is a county of	has county,is the county seat of	has county seat,"['is located in\tcontains', 'is the county seat of\thas county seat', 'is located in\tcontains the city', 'is the county seat of\thas county seat', 'is located in the county of\thas as a county', 'is located in\tincludes', 'is the county seat of\thas county seat']"
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,endowed with currency	currency used in endowment,endowed with currency	currency used in endowment,"['endowed with\tuses as endowment currency', 'uses currency for financial operations\tcurrency utilized by organization', 'endowed in the currency\tcurrency used for endowment', 'funded by currency\tcurrency used for funding', 'funded in currency\tcurrency used for funding', 'uses currency in financial operations\tcurrency used by organizations', 'uses official currency\tofficial currency used by', 'uses as endowment currency\tcurrency used by endowed organization']"
/film/film/written_by,is written by	has writer,is written by	has writer,"['is written by\thas written', 'written by\thas written', 'screenplay written by\twriter of screenplay', 'is written by\twrote', 'directed by\tis director of', 'was adapted and produced by\tadapted and produced', 'is written by\tis the writer of', 'screenwriter of\twritten by']"
/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,produces programs of type	is produced by producer of type,produces programs of type	is produced by producer of type,"['produces programs as\tserves as producer type for', 'produces programs of type\tholds the position of', 'produces programs as\tproduced by', 'serves as\thas the role of', 'produces programs as\tserves as producer for', 'produced programs as\twas producer type for', 'produces programs as\tserves as producer for', 'produces programs of type\thas producer of type']"
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,is a taxonomy entry of	has taxonomy entry,is classified under	classifies,"['is classified under\tclassifies', 'is classified under\tclassifies', 'is classified under\tclassifies']"
/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,has a degree in	major field of study for degree holder,has a degree in	major field of study for degree holder,"['major field of study for\thas a degree in', 'has a degree in\tis a major field of study for', 'can be obtained in\tcan be a field of study for', 'has a degree in\tmajor field of study for', 'has a degree in\tmajor field of study for', 'major field of study for\thas a degree holder in', 'can be obtained in\tmay include the study of', 'has a major field of study in\tis a degree for major field of study']"
/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,is a cast member in season	has cast member in season,is a cast member in season	has cast member in season,"['was a cast member during the tenure of\thad as a cast member during the tenure of', 'worked as a cast member in\thad as a cast member in', 'was a cast member during the same season\thad as a fellow cast member during the same season', 'was a cast member during the same period as\thad overlapping tenure with cast member', 'co-starred in the same season of\twas co-starred with in the same season of', 'was a cast member of\thad as a cast member', 'was a cast member during the same season\thad as a cast member during the same season', 'was a cast member on\thad as a cast member on']"
/sports/sports_team/roster./american_football/football_roster_position/position,plays the position of	has player in position,has position in roster	is position in roster of,"['has position in roster\tis position in roster of', 'has players in the position of\tis a position played by', 'has position in roster\tis position in roster of', 'has player in position\tplays the position of', 'has position in roster\tis position in roster of']"
/film/film/film_format,is a film format of	has film format,is a film format of	has film format,"['uses film format\thas been used in film format', 'uses film format\thas films using format', 'uses film format\tused by film format', 'uses film format\thas been used in films', 'uses film format\twas used in film production', 'uses film format\tused in film production', 'uses film format\tused by film', 'uses film format\thas been used in films as format']"
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,is a friend of	has a friend,is friends with	is friends with,"['is friends with\tis friends with', 'co-starred with\twas co-starred by', 'is friends with\tis friends with', 'is friends with\thas a friend who is', 'is friends with\tis friends with']"
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,canoodled with	was canoodled by,canoodled with	was canoodled by,"['canoodled with\twas canoodled by', 'had a romantic involvement with\twas romantically involved with', 'canoodled with\twas canoodled by']"
/film/film/music,music composed for film	film with composed music,music composed for film	film with composed music,"['music composed for\tfilm with music by', 'music composed for\tfilm featuring music by', 'music composed for\tfilm with music by', 'music featured in film\tfilm featuring music', 'music composed for\tfilm music composed by', 'composed the music for\thas music composed by', 'music composed for\tfilm featuring music by', 'composed the music for\thas music composed by']"
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,current squad member of club	club with current squad member,current squad member of	club with current squad member,"['current squad member of\tclub of current squad member', 'current squad member of\tclub with current squad member', 'current squad member of\tclub includes current squad member', 'current squad member of\tclub of current squad member', 'current squad member of\tclub with current squad member', 'current squad member of\tclub with current squad member']"
/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,estimated number of mortgages in foreclosure area	source of estimated number of mortgages in foreclosure area,estimated number of mortgages in foreclosure area	source for estimated number of mortgages in foreclosure area,"['estimated number of mortgages in foreclosure area\tsource for estimated number of mortgages in foreclosure area', 'receives foreclosure mortgage data from\tprovides foreclosure mortgage data to', 'receives foreclosure data from\tprovides foreclosure data to', 'receives foreclosure data from\tprovides foreclosure data to', 'receives housing development oversight from\toversees housing development for', 'estimated number of mortgages in foreclosure area\tsource for estimated number of mortgages in foreclosure area', 'estimated number of mortgages in foreclosure area\tsource for estimated number of mortgages in foreclosure area']"
/sports/sport/pro_athletes./sports/pro_sports_played/athlete,professional athlete plays sports	athlete is played by professional athlete,professional athlete plays sport	sport is played by professional athlete,"['plays professionally\tplayed by professionally', 'professional athlete plays sport\tsport is played by professional athlete', 'professional athlete plays sport\tsport is played by professional athlete', 'professional athlete plays sport\tsport is played by professional athlete']"
/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,vacationer's location choice	for vacationer in location,vacationer's location choice	for vacationer in location,"['popular vacation destination\tfor vacationers visiting', 'vacation destination for\tlocated in vacation spot', ""vacationer's location choice\tlocation for vacationer"", 'vacation destination for\thas vacationers from', 'vacation destination for\tlocated in vacation destination', 'vacation destination for\thas vacationers from', 'vacation destination for\tvisited by vacationer', 'vacation destination for\thas vacationer from']"
/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,is inducted into the Hall of Fame	has as Hall of Fame inductee,inducted into	has as inductee,"['inducted into\thas as inductee', 'is inducted into\thas as inductee', 'inducted into the Hall of Fame\thas inducted into the Hall of Fame', 'inducted into\thas as inductee', 'inducted into\thas as inductee']"
/sports/sports_position/players./sports/sports_team_roster/team,plays for team	team has player,plays for team	team includes player,"['plays for team\tteam includes player', 'plays for team\tteam includes player', 'plays for team\tteam includes player']"
/education/educational_institution/school_type,is a type of school	has school type,is a type of school	has school type,"['is a land-grant university\tincludes land-grant universities', 'is a type of\tprivate school includes', 'conducts research in\tresearch conducted by', 'is a type of\tprivate school\thas as a type', 'is a type of\tpublic university is a type of', 'is a type of\tpublicly funded institution includes', 'is a land-grant university under\thas member institution as land-grant university', 'is a type of public university\thas public university as type']"
/education/university/local_tuition./measurement_unit/dated_money_value/currency,local tuition currency	currency of local tuition,local tuition currency	currency used for local tuition,"['local tuition currency\tcurrency used for local tuition', 'tuition currency\tcurrency used for tuition', 'tuition currency denominated in\tcurrency used for tuition', 'tuition currency denominated in\tcurrency used for tuition payment', 'local tuition currency\tcurrency used for local tuition', 'tuition is paid in\tused for tuition payment', 'local tuition currency\tcurrency used for local tuition']"
/base/biblioness/bibs_location/state,state of bibliographic location	has bibliographic location in state,state of bibliographic location	has bibliographic location in state,"['located in state\thas city in state', 'located in the state\tcontains the city', 'located in\tcontains', 'located in state\tcontains city in state', 'capital of state\thas capital city', 'located in\tcontains', 'located in state\thas city located in', 'located in state\tcontains city in state']"
/business/business_operation/revenue./measurement_unit/dated_money_value/currency,revenue currency	currency of revenue,revenue currency	currency used for revenue,"['official currency\tcurrency used by', 'revenue currency\tcurrency used for revenue', 'revenue currency\tcurrency used for revenue', 'uses as revenue currency\tused as currency for revenue', 'annual turnover currency\tcurrency used for annual turnover', 'official currency\tcurrency used by', 'revenue currency\tcurrency used for revenue']"
/sports/sports_league/teams./sports/sports_league_participation/team,has team in league	team participates in league,has member team	member team of,"['has teams participating in league\tis a team participating in league', 'has member team\tmember team of', 'has team in league\tteam participates in league', 'has teams participating in league\tis a team participating in league', 'has member team\tmember team of', 'has member team\tmember team of']"
/military/military_conflict/combatants./military/military_combatant_group/combatants,combatants in military conflict	participated in military conflict as combatant,combatants in military conflict	participated in military conflict as combatant,"['participated in military conflict as combatant\twas a participant in military conflict as combatant', 'participated in military conflict as combatant\twas a military conflict involving combatant', 'participated in military conflict as combatant\twas a military conflict involving combatant', 'participated in military conflict as combatant\tcombatants in military conflict', 'combatants in military conflict\twas fought by combatant', 'combatants in military conflict\twas fought by combatant', 'combatants in military conflict\thad military conflict with combatants', 'combatants in military conflict\twas fought by']"
/base/biblioness/bibs_location/country,located in country	has location in country,located in country	has location in country,"['located in country\tcontains location in country', 'located in\tcontains location', 'is part of\tincludes as part', 'is located in the country\tcontains the city', 'is located within the country\tcontains the location within the country', 'is part of the country\tincludes the county', 'is the capital city of\thas as its capital city', 'is located in\thas as a location']"
/music/group_member/membership./music/group_membership/role,has membership role in	holds role as member of,plays	played by,"['plays as a member of\tis played by', 'plays\tplayed by', 'plays as a musician on\tplayed by musician', 'plays instrument\tplayed by musician', 'plays instrument\tinstrument played by', 'plays as a musician on\tis played by musicians including', 'plays\tplayed by', 'plays\tplayed by']"
/film/film/executive_produced_by,executive produced by	has executive producer,produced by	has producer,"['executive produced by\tis executive produced by', 'executive produced by\tis executive producer of', 'produced by\thas producer', 'produced by\thas producer', 'executive produced by\thas executive producer', 'executive produced by\tis executive producer of', 'produced by\thas producer']"
/location/administrative_division/country,is a country of	has administrative division in country,is a country of	has administrative division in country,"['is an administrative division of\thas administrative division', 'is a state of\thas state as administrative division', 'is an organized unincorporated territory of\thas an organized unincorporated territory', 'is located in\tcontains administrative division', 'is located in the country of\thas as an administrative division', 'is an administrative division of\thas administrative division', 'is located in\tcontains the administrative division', 'is a country of\tis an administrative division of']"
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,has GDP nominal per capita in currency	currency used for GDP nominal per capita measurement,uses currency for GDP nominal per capita measurement	currency used in GDP nominal per capita measurement,"['uses currency for nominal GDP per capita measurement\tcurrency used in nominal GDP per capita measurement', 'uses currency for GDP nominal per capita measurement\tcurrency used by for GDP nominal per capita measurement', 'uses currency for GDP nominal per capita measurement\tcurrency used in GDP nominal per capita measurement', 'uses currency for GDP nominal per capita measurement\tcurrency used in GDP nominal per capita measurement', 'uses currency for GDP nominal per capita measurement\tcurrency used in GDP nominal per capita measurement']"
/food/food/nutrients./food/nutrition_fact/nutrient,contains nutrient	nutrient found in,contains nutrient	nutrient found in,"['contains phenylalanine\tphenylalanine is present in', 'contains amino acid\tamino acid present in', 'contains nutrient\tis a nutrient of', 'contains nutrient\tfound in as nutrient', 'contains nutrient\tis a nutrient of', 'contains nutrient\tfound in as nutrient', 'contains nutrient\tis nutrient of', 'contains nutrient\tfound in nutrient']"
/music/group_member/membership./music/group_membership/group,is a member of the group	has group member,is a member of	has member,"['is a member of\thas member', 'is a permanent member of\thas a permanent member', 'was a former member of\thad former member', 'is a member of\thas member', 'has been a member of\thas had as a member', 'is a member of\thas member']"
/sports/sports_team/roster./basketball/basketball_roster_position/position,holds the position of	has the position holder,has players in the position of	is a position played by,"['has players in the position of\tis a position played by', 'has players in the position of\tis a position played by', 'plays as\thas player in position', 'has players in the position of\tis a position played by']"
/education/field_of_study/students_majoring./education/education/student,students majoring in	field of study with students majoring in,students majoring in	field of study with students majoring in,"['field of study with students majoring in\tstudents majoring in field of study', 'performed in by actors\tactors performing in', 'performs in\tperformer of', 'students majoring in\tfield of study includes students majoring in', 'studies pursued by\tfield of study pursued by', 'performs in\tperformed by', 'field of study with practitioners in\tpractitioner in the field of study', 'field of study for students\tmajor studied by students']"
/award/award_winning_work/awards_won./award/award_honor/honored_for,award won for	honored for award,award won for	honored for award,"['awarded for\thonored by', 'awarded for\thonored by', 'awarded for\treceived award for', 'honored for\tawarded to', 'preceded by\tfollowed by', 'honored for\tawarded for honoring', 'awarded for\treceived award for', 'honored for\tawarded by']"
/base/aareas/schema/administrative_area/capital,is the capital of	has capital,has capital	is the capital of,"['has provisional capital\tserves as provisional capital for', 'has capital as its largest city\tis the largest city and capital of', 'has capital as\tcapital is in', 'has capital\tis the capital of', 'has capital\tis the capital of', 'has capital\tis the capital of']"
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,has monthly climate data	for monthly climate of,has climate data for	has climate data in,"['has monthly climate data\tfor monthly climate of', 'has climate data for\thas climate data in', 'has climate data for\thas climate data in', 'has climate data for\thas climate data in']"
/film/film/distributors./film/film_film_distributor_relationship/region,film is distributed in region	region has distributor for film,distributed in region	region distributes film,"['distributed in region\tregion distributes film', 'distributed in region\tregion distributes film', 'film is distributed in region\tregion distributes film', 'film is distributed in region\tregion distributes film', 'distributed in region\tregion distributes film']"
/organization/organization/headquarters./location/mailing_address/state_province_region,headquarters located in state/province/region	state/province/region hosting headquarters,headquarters located in state/province/region	state/province/region hosting headquarters,"['located in the state/province/region\thosts the headquarters of', 'located in\thosts the headquarters of', 'is headquartered in\thosts the headquarters of', 'located in\thosts', ""located in the state/province/region\thosts the organization's headquarters"", 'located in the state/province/region\thosts the headquarters of', 'is located in the state/province/region of\thosts in its state/province/region', 'located in\thosts']"
/tv/tv_producer/programs_produced./tv/tv_producer_term/program,produces program	program produced by,produces program	program produced by,"['executive producer of\thas executive producer', 'produces\tproduced by', 'created television series\ttelevision series created by', 'produced television series\ttelevision series produced by', 'produces\tproduced by', 'produced television program\ttelevision program produced by', 'produced television series\ttelevision series produced by', 'produced the film\tfilm produced by']"
/education/educational_institution/campuses,has campus	has educational institution with campus,has campus	has educational institution with campus,"['has campus\thas campus of', 'has educational institution with campus\tis campus of', 'has campus as part of its educational institution structure\tis part of the campus structure for an educational institution', 'has campus\tis campus of', 'has campus\thas campus of educational institution', 'has campus\thas educational institution with campus', 'has campus as educational institution\tis campus of educational institution', 'has campus\thas campus of']"
/medicine/disease/notable_people_with_this_condition,notable people with this condition	has notable people with this condition,notable people with this condition	has notable people with this condition,"['has notable people diagnosed with\tdiagnosed in notable people', 'has notable people diagnosed with\tnotable people diagnosed with', 'has notable people diagnosed with\tthis condition is diagnosed in notable people', 'has notable patients\twas contracted by notable individuals', 'has notable people with this condition\tis a notable condition of', 'has notable individuals affected by\taffected by notable individuals', 'has notable individuals affected by\taffected notable individuals include', 'has notable cases\tnotable cases include']"
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,has phone service location	has organization with phone service location,has phone service location	has organization with phone service location,"['has headquarters location\thas organization with headquarters in', 'has service location for phone\thas phone with service location', 'provides phone service in\treceives phone service from', 'located in\tincludes', 'has headquarters in\thas organization headquartered in', 'provides phone services in\treceives phone services from', 'provides phone services in\treceives phone services from', 'has service location in\thas organization with service location in']"
/tv/tv_network/programs./tv/tv_network_duration/program,program aired by network	network airing program,program aired by network	network airing program,"['program aired on network\tnetwork broadcasting program', 'program aired by network\tnetwork airing program', 'program aired by network\tnetwork airing program']"
/people/ethnicity/geographic_distribution,geographically distributed in	has geographic distribution of,geographically distributed in	has geographic distribution of,"['inhabits as an ethnic group in\tis inhabited by the ethnic group', 'has geographic distribution in\tis geographically distributed in', 'inhabits geographically\thas inhabitants from', 'has significant diaspora in\treceives immigrants from', 'inhabits primarily\tis inhabited primarily by', 'primarily resides in\tis home to the ethnic group of', 'inhabits region of\tregion inhabited by', 'has significant population in\tis home to a significant population of']"
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,military combatant involved in military conflicts	military conflicts involve military combatant,military combatant involved in military conflicts	military conflicts involve military combatant,"['was a key member of\twas a key alliance for', 'has military conflicts with\thas military conflicts with', 'involved in military conflicts with\tmilitary conflicts involve', 'military combatant in military conflicts\tmilitary conflicts involve military combatant', 'participated in military conflicts as combatant\thad as combatant in military conflicts', 'military combatant engaged in military conflicts\tmilitary conflicts involve military combatant', 'military combatant engaged in military conflicts\tmilitary conflicts involve military combatant', 'military conflicts involve\tparticipates in military conflicts']"
/location/location/time_zones,has time zone(s)	has location(s) in time zone,is in the time zone	includes the location in its time zone,"['is in the time zone\tincludes locations in the time zone', 'is located in the time zone\tincludes the location in its time zone', 'is in the time zone\tincludes the location in its time zone', 'is in the time zone\tincludes the location in its time zone', 'is in the time zone\tincludes the location', 'is in the time zone\tincludes the location', 'is in the time zone\tincludes the location in its time zone']"
/film/film/personal_appearances./film/personal_film_appearance/person,person made personal appearances in film	film includes personal appearances by person,person made personal appearances in film	film includes personal appearances by person,"['actor starred in film\tfilm features actor', 'features celebrities including\tappears in the documentary film', 'film features personal appearances by person\tperson appears personally in film', 'appears in film\tfeatures appearances by', 'film features appearances by person\tperson appears in film', 'documentary film portrays the life of\tlife is portrayed in documentary film', 'features performances by\tperforms in', 'film features personal appearances by person\tperson appears personally in film']"
/olympics/olympic_games/participating_countries,participating countries in Olympic Games	countries that host Olympic Games,participating countries in Olympic Games	host countries of Olympic Games,"['participating countries in Olympic Games\thost countries of Olympic Games', 'participating countries in Olympic Games\thost countries of Olympic Games', 'participating countries in Olympic Games\tcountries hosting Olympic Games', 'participated in Olympic Games\thosted Olympic Games', 'participating in Olympic Games\thosting Olympic Games', 'participating countries in Olympic Games\thost countries of Olympic Games']"
/film/film/story_by,story written by	has writer,story written by	has writer,"['written by\tis the writer of', 'is based on the work of\thas work adapted into film', 'adapted from\thas adaptation', 'story by\twritten by', 'written by\tis written by', 'based on\tadapted into', 'story by\twritten by', 'story written by\thas story written']"
/music/artist/origin,origin of the artist	artist originating from,origin of the artist	artist originating from,"['born in\thome to the artist', 'born in\thome to the artist', 'origin of the artist\tartist originating from', 'origin of the artist\tartist originating from']"
/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,top breed in city with dogs	has top breed as dog in city,popular dog breed in city	city with popular dog breed,"['popular dog breed in city\tcity with popular dog breed', 'popular dog breed in city\tcity with popular dog breed', 'has top dog breed\thas city with top dog breed', 'has top dog breed as popular pet\thas city with popular dog breed', 'popular dog breed in urban areas\turban areas with popular dog breeds', 'has top dog breed in city\tcity with top dog breed', 'top dog breed in city\tcity with top dog breed', 'popular dog breed in city\tcity with popular dog breed']"
/time/event/locations,event location	is located in event,event location	location of event,"['event took place in location\tlocation hosted event', 'event location\tlocation of event', 'event location\tlocation of event', 'event location\tlocation of event']"
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,tv program is written by tv writer	tv writer writes tv program,tv program is written by tv writer	tv writer writes tv program,"['created television series\ttelevision series created by', 'tv program is written by tv writer\ttv writer writes tv program', 'created tv series\trevival of tv series created by', 'tv program is written by tv writer\ttv writer writes for tv program', 'tv program is written by tv writer\ttv writer writes tv program']"
/people/person/employment_history./business/employment_tenure/company,employed by	employs,employed by	employs,"['founded\twas founded by', 'worked for\temployed', 'has worked for\thas hired', 'works for\thas employed', 'worked for\temployed', 'worked at\temployed', 'worked at\temployed', 'founded\twas founded by']"
